상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리
모에블 브이넥나그랑니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506505&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmp0W1hE,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010058742.gif?1674603155,,30800,,2,"베이지, 소라, 블랙, 핑크",0,TOP > 니트
루에이지 7부폴라니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=505420&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=aG93VV0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010057402.gif?1664525869,,12600,30,5,"아이보리,크림, 브라운, 블랙",0,TOP > 니트
하쉬 꽈배기브이넥니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=504944&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmx3VV4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010067072.gif?1658882334,,19800,,14,"아이보리,크림, 옐로우, 연두, 그레이, 블랙",0,TOP > 니트
쇼디 스퀘어넥니트나시,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=504475&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bG53VV8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010061492.gif?1653987468,,19800,,59,"아이보리,크림, 라임, 코코아, 블랙",0,TOP > 니트
마니또 브이넥니트맨투맨,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=503484&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=aG93VVg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010058102.gif?1662627722,14800,9800,34,17,"아이보리,크림, 연두, 블랙",0,TOP > 니트
헤일리 데님콤비니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=502981&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=aW93VVk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010067312.gif?1694153683,,39800,,33,"네이비, 그레이",0,TOP > 니트
랜드 알파카니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=502570&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmp%2BW1hC,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010056312.gif?1706142597,,29800,,124,"아이보리,크림, 그레이, 핑크, 블루",0,TOP > 니트
[3종택1][made]어텀리그 비스코스베이직니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=496056&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmx%2BW1hD,소재만으로 특별한 고퀄리티 니트~,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054032.gif?1698119230,24800,9800,60,614,"아이보리,크림, 베이지, 다홍, 카멜, 블랙",0,TOP > 니트
아호프 니트 뷔스티에 SET,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512315&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmt8W1hM,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068642.gif?1740650680,,,,1,"옐로우, 네이비",0,TOP > 니트
키쉬 언발 버튼 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512523&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=Z2t3VVU%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068772.gif?1743676216,,,,0,"화이트, 그레이, 블랙",0,TOP > 니트
냅핑 딥브이넥 레글런 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512527&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmd3VFw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068782.jpg?1743753620,,,,0,"아이보리,크림, 핑크, 옐로우, 네이비",0,TOP > 니트
