상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리
퓨틸 7부 롤업 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510387&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmx4W19M,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018562.gif?1713429418,49000,19800,60,0,"베이지, 블랙",0,OUTER > 자켓
듀나 프린지 트위드자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510318&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmx5W19N,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018542.gif?1712660648,,108000,,0,"베이지, 연카키",0,OUTER > 자켓
네바다 린넨 오버핏 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510260&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=Z2x3VVw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018482.gif?1712193228,,84000,,3,"베이지, 블랙",0,OUTER > 자켓
티어드 시보리 후드점퍼 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510234&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmp5W1hF,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018472.gif?1711965038,,89000,,0,"베이지, 블랙",0,OUTER > 자켓
[SET15%]립포켓 노카라 레더 자켓+쇼에나 커브드 슬랙스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510110&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmx8W1hG,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019412.gif?1744020731,125800,107000,15,0,,0,OUTER > 자켓
아가트 더블 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509937&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=aGt3VV8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018332.gif?1709038524,,69800,,8,"블랙, 카키",0,OUTER > 자켓
테일러드 더블버튼 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509882&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmp6W1hA,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018282.gif?1708517380,,74900,,4,"진베이지, 챠콜",0,OUTER > 자켓
피크드라펠 더블버튼 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509873&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=aWp3VVk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018272.gif?1708506828,,68000,,9,"아이보리,크림, 베이지, 챠콜, 블랙",0,OUTER > 자켓
피렌드 벨트 사파리자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509701&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bGZ3VVo%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018172.gif?1705048226,,120000,,0,"베이지, 블랙",0,OUTER > 자켓
샤올 트위드가디건자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508165&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmt9W1hD,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010017852.gif?1694083107,62000,31000,50,11,"화이트, 핑크, 소라",0,OUTER > 자켓
모션 투버튼크롭자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507940&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=Z213VVQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010017642.gif?1691137942,24000,19800,18,3,"베이지, 블랙",0,OUTER > 자켓
로말 단가라자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506821&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bGp3VVU%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010017282.gif?1678092885,,19000,,1,"아이보리,크림, 블랙",0,OUTER > 자켓
더블트위드 세미크롭자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506759&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmt%2FW1lE,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010017232.gif?1677241271,,82000,,2,"라임, 블랙",0,OUTER > 자켓
페리스 퍼프숄더라이더,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506648&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bml5W1lF,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010017132.gif?1675935981,,55000,,1,"아이보리,크림, 블랙",0,OUTER > 자켓
스티치코튼 크롭스트링자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506593&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmh8W1lG,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010017102.gif?1675675028,,72000,,0,"베이지, 데님진청",0,OUTER > 자켓
크랙 오버핏레더자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506579&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bW53VF8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010017082.gif?1675411204,,98000,,1,"카키, 블랙",0,OUTER > 자켓
쿼즈 세미크롭점퍼,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=505296&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=Zm13VFg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010016612.gif?1663295579,,21000,,6,"카키, 블랙, 진베이지",0,OUTER > 자켓
라크 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=504101&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm9%2BW1lB,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010016332.gif?1650016116,,33000,,29,블랙,0,OUTER > 자켓
하운드투스 트위드자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=503895&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm19W1lC,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010016262.gif?1648195908,46800,32800,30,1,"그린, 블랙",0,OUTER > 자켓
쉴리 포켓 테일러드 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512514&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=aW93VFs%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019382.gif?1743638760,,,,0,"베이지, 블랙",0,OUTER > 자켓
비겐 배색 하프 레더 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512435&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bGh3VFQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019322.gif?1742554169,,,,0,블랙,0,OUTER > 자켓
올릿 노카라 라운드 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512513&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm5%2BW1lN,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019392.jpg?1743582221,,,,0,"아이보리,크림, 베이지, 블랙",0,OUTER > 자켓
에끌란 오버핏 싱글 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512500&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm95W1w%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019352.jpg?1743407849,,,,0,"베이지, 그레이, 블랙",0,OUTER > 자켓
