상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
프리미엄 링사 와이드 데님팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62875&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=aWl3VA%3D%3D,"세련된 워싱감&탄탄한 프리미엄 링사데님&멋스러운 핏!
3박자 모두 다 갖춘 퍼펙트한 데님★
(2color / S~L)",,47500,42800,10,7,"rgb(193, 205, 232);, rgb(59, 78, 156);",청바지
립포켓 부츠컷 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62842&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=aGZ3Vw%3D%3D,"립 디자인의 포켓 디테일을 준 세련된 데님★
심플한 상의에 가볍게 입어주어도 매력적이에요 :)
(S~L)",,39800,35900,10,0,"rgb(48, 88, 140);",청바지
[MADE] 플레인 와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61650&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bm97W1s%3D,"유행없이 입는 자연스러운 롱 와이드핏 데님,
난스판으로 탄탄한 핏은 물론 히든밴딩까지~
(S~XXL)",,45000,40500,10,38,"rgb(110, 129, 153);",청바지
제리 와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62782&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=aWp3WQ%3D%3D,"짱짱하니 탄탄한 원단에 딱 떨어지는 핏감
요기조기 데일리하게 코디하기 좋은 봄 데님!
(4color / S~XL)",,42000,37800,10,50,"rgb(155, 190, 212);, rgb(28, 52, 84);, rgb(105, 105, 105);, rgb(0, 0, 0);",청바지
[MADE] 리메인 세미부츠컷 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61733&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bm97W1U%3D,"탄탄하면서도 쫄깃한 신축성!!
다리 길어보이면서 1인치 슬림해보이는 마술핏:)
(S~XXL/기본,롱)",,45000,40500,10,85,"rgb(65, 78, 112);",청바지
[MADE] 시그니처 썸머 데님 밴딩팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61993&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bGd3UFw%3D,"군살 쏙~ 개미허리 핏으로 완성!
청량한 컬러감을 표현해낸 로프다잉 기법
(2color / S~XXL / 기본,롱)",,38500,14800,62,2,"rgb(134, 161, 196);, rgb(35, 41, 89);",청바지
슬라브 링사 4부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61972&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=aG53UF0%3D,"경쾌한 4부 길이로 체형에 구애없이 추천★
슬라브 결이 느껴지는 프리미엄 링사소재!
(2color / S~XL)",,36000,25200,30,3,"rgb(70, 75, 115);, rgb(161, 181, 194);",청바지
리즈 와이드핏 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61975&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=Zmd3UF4%3D,"히든 밴딩 디테일로 깔끔한 아웃핏 !
멋스러운 캐주얼 룩으로 완성시켜주는 팬츠
(2color / S~XL)",,46000,32200,30,5,"rgb(141, 163, 187);",청바지
소프트 링사 일자와이드 데님,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61941&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=aG53UF8%3D,"멋스러움의 끝판-! 일자와이드 데님
프리미엄 링사로 유연하지만 탄탄한 핏!
(2color / S~XL)",,47500,33200,30,22,"rgb(200, 213, 230);, rgb(85, 102, 146);",청바지
[MADE] 린넨라이크 9부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61902&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bGt3UFg%3D,"소프트한 터치감과 쾌적한 착용감의 데님
멋스러움을 더해주는 와이드 핏 팬츠 :)
(2color/S~XXL)",,43500,39200,10,64,"rgb(45, 61, 94);, rgb(182, 207, 224);",청바지
[MADE] 린넨라이크 플레어 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61903&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=aGd3UFk%3D,"후들후들, 얇고 편안한 루즈핏 데님!
하체를 싹 커버해줄 여유로운 사이즈♡
(S~XL/기본,롱)",,45000,40500,10,15,"rgb(221, 229, 240);",청바지
커버핏 5부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61840&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=Z2p3UFo%3D,"부담스럽지 않은 5부 길이과
힙과 허벅지 싹-커버되는 커버핏 데님쇼츠 !
(3color / S~XL)",,41800,37700,10,32,"rgb(181, 181, 181);, rgb(79, 99, 125);, rgb(195, 215, 232);",청바지
포켓 배기 쿨 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60435&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bWp3UFs%3D,"데일리로 정말 잘입어지는 세미 배기핏
쿨원사 편안한 스판 데님으로 여름까지 쭈-욱
(S~XL / 2color)",,46000,32200,30,49,"rgb(82, 99, 107);, rgb(63, 87, 121);",청바지
다트 4부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60029&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=a253UFQ%3D,"산뜻하게 경쾌한 무드의 4부 데님
다트라인으로 은근히 세련된 포인트!
(S~XXL)",,31000,27900,10,21,"rgb(141, 146, 181);",청바지
브리헨 레직기 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62319&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=Z253UFU%3D,"투버튼으로 뱃살 완벽하게 잡아주고~
레직기라인으로 슬랙스같이 멋진 핏
(2color / S~XL)",,53500,37400,30,2,"rgb(55, 86, 128);, rgb(43, 43, 43);",청바지
어뮤즈 워싱 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62292&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=amh3U1w%3D,"캣브러쉬 워싱으로 포인트를 더한 데님!
일자와이드 핏이라 세련된 룩으로 완성-
(2color / S~L)",,47500,33200,30,1,"rgb(42, 45, 71);, rgb(0, 0, 0);",청바지
코마드 절개 데님팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62233&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=amh3U10%3D,"변형을 최소화해주는 바이오워싱 가공!
옐로우 스티치로 포인트를 주었어요:)
(S~XL)",,46000,32200,30,3,"rgb(48, 67, 94);",청바지
빈츠 논페이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62235&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bm97W15G,"히든밴딩으로 편안한 착용감은 물론
레직기를 잡아주어 포멀한 느낌까지♥
(S~XL)",,49500,34600,30,2,"rgb(0, 13, 64);",청바지
[MADE] 가을뮤트 큐롯 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62231&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=b2V%2FUg%3D%3D,"난스판 고유의 탄탄한 소재감과
군살커버되는 A라인 실루엣
(2color / S~XL)",,43500,24800,43,48,"rgb(18, 52, 105);, rgb(20, 20, 20);",청바지
링사 와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60995&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bmp9W15A,"적당한 와이드 핏으로 깔끔한 데님!
프리미엄 링사데님으로 탄탄하게 소재 퀄리티 굿!
(S~L / 2color)",,44000,39600,10,15,"rgb(52, 68, 110);, rgb(18, 16, 18);",청바지
논페이드 투버튼 부츠컷 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60144&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=aWx3U1k%3D,"슬림하게 레그라인 딱! 잡아주는 부츠컷
이염걱정을 덜어준 논페이드 생지 데님
(S~XXL /숏,기본,롱)",,25800,23300,10,125,"rgb(56, 59, 68);",청바지
논페이드 레직기 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62759&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bm94W15C,"이염을 최소화한 기능성 논페이드 생지데님★
슬림 와이드핏으로 데일리하게 입기 좋은 라인
(S~XL)",,49500,44600,10,1,"rgb(14, 32, 59);",청바지
클리어 세미와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62746&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bGV%2FVg%3D%3D,"청량한 워싱&편안한 착용 &멋스러운 핏-!
3박자를 갖춘 세미와이드 데님팬츠 :)
2color / (S~XL)",,46000,41400,10,5,"rgb(179, 192, 199);, rgb(64, 75, 94);",청바지
발열기모 세미 배기 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62586&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=Z2h3U1Q%3D,"몸에 닿을수록 발열되는 기모안감으로 세상 따뜻!
한겨울 추위 걱정 없는 세미배기핏 데님 팬츠!
(2color / S~XL)",,47500,33200,30,12,"rgb(46, 51, 59);, rgb(0, 0, 0);",청바지
스탠 세미와이드 기모 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62541&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=aWh3U1U%3D,"따스한 기모 안감+과하지않은 세미와이드핏
데일리로 여기저기 참 잘입어지는 데님-!
(4color / S~XL)",,43500,30400,30,15,"rgb(28, 79, 138);, rgb(21, 45, 97);, rgb(77, 77, 77);, rgb(0, 0, 0);",청바지
렉토 워싱 기모 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61211&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bm11W19E,"빈티지한 듯 은은한 워싱 컬러가 매력적인,
부해 보임 없이 깔끔하게 톡-떨어지는 기모 데님
(S~L / 3color)",,49800,44900,10,36,"rgb(82, 84, 107);, rgb(75, 75, 89);, rgb(0, 0, 0);",청바지
[MADE] 하뜨진 기모 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61197&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bm11W19F,"기능성 발열원단 #한파데님! 데님중에 제일 따뜻해요
(2color / S~XXL / 기본,롱)",,49500,39600,20,355,"rgb(0, 0, 0);, rgb(57, 65, 84);",청바지
롤업 일자와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61860&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bml4W19G,"밑단 롤업 POINT!★
기본티에 데님 하나만 입어줘도 멋스러워~
(S~XL)",,,,,2,"rgb(92, 114, 145);",청바지
루비우 절개 데님팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61826&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=a2Z3Ul8%3D,"은은한 워싱 포인트로 멋스러움 가득 -
우수한 신축성으로 착용감까지 완벽♡
(S~XL)",,,,,12,"rgb(187, 206, 228);",청바지
[MADE] 가르송 테이퍼드핏 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61734&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bmd3Ulg%3D,"경쾌한 테이퍼드핏!
인밴딩&신축성까지 SS시즌 제격인 데님팬츠♡
(2color/S~XXL/기본,롱)",,,,,101,"rgb(75, 92, 110);, rgb(50, 60, 107);",청바지
무드 크롭 와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61607&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bmZ3Ulk%3D,"군살을 쏙 커버해주는 와이드 핏의
8부 데님 팬츠를 소개해드립니다.
(S~XL/2color)",,,,,8,"rgb(191, 195, 217);, rgb(43, 48, 84);",청바지
와이드 쿨 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60268&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065006&search=&GfDT=bm54W19C,"무더운 여름에도 갑갑함 없이 시원한 쿨데님!
멋스럽게 스타일까지 챙겨 줄 와이드 팬츠
(S~XL / 2color)",,,,,25,"rgb(63, 98, 150);, rgb(147, 177, 207);",청바지
