상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리_대분류,카테고리_소분류,카테고리_전체
샨트 비스코스 하프넥 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509821&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=a2Z3U1w%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010060602.gif?1707875345,,39000,,1,"아이보리,크림, 카키, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
로멘 볼륨 슬리브 브이넥 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509388&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=aWh3U10%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010056832.gif?1702369566,36000,32400,10,4,"아이보리,크림, 카키, 그레이, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
크로유 오픈카라 포켓 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509356&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=Zm53U14%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010065302.gif?1701418914,,39800,,3,"그린, 그레이, 네이비",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
헤일로 램스울 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509354&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bmx0W15H,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010067302.gif?1701419488,,54000,,1,"그레이, 핑크, 데님연청, 브라운",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
트램 울 플라워 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509235&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=aGx3U1g%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010065742.gif?1700647031,68000,47600,30,1,"베이지, 인디핑크, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
[made]뉴에트 오버핏 브이넥 단가라니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508808&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bGp3U1k%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054072.gif?1703838799,38000,24800,35,12,"아이보리,크림, 그레이",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
키치트윈 브이넥니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508804&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bWd3U1o%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010065432.gif?1699518357,35000,21000,40,2,"아이보리,크림, 옐로우, 브라운, 그레이, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
보송보송 모헤어 라운드 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508732&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bm9%2FW15D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010059912.gif?1699266582,,35800,,2,"아이보리,크림, 그레이",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
유앤미 배색반팔울니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508488&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bWx3U1Q%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010063752.gif?1697586664,29800,19800,34,2,"아이보리,크림, 그레이",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
[1+1]샤롯 나시레이어드니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508444&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=Z2Z3U1U%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010060542.gif?1697103340,59600,29800,50,1,"아이보리,크림, 브라운, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
아리니 단가라브이넥니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508432&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=Zm13Ulw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010062232.gif?1697072043,29000,14500,50,12,"연베이지, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
트임카라 퍼프니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508420&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=aG53Ul0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010065832.gif?1697017153,,38000,,1,"아이보리,크림, 오렌지, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
플레이트 골지언발오버핏니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508391&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bWd3Ul4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010066832.gif?1696926665,34800,24400,30,6,"화이트, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
[1+1][made]슈인 와이드소매니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508323&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bm11W19H,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054312.gif?1703063960,,14900,50,14,"아이보리,크림, 진베이지, 카키",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
오늘도픽 베이직골지니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508300&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bm50W19A,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054052.gif?1724304122,,19800,,112,"아이보리,크림, 베이지, 브라운, 그레이, 블랙, 오렌지",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
[made]딜리소프트 베이직꽈배기니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508274&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=Zm93Ulk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054102.gif?1696926993,39600,19800,50,4,"아이보리,크림, 베이지, 핑크, 그레이, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
피그온 골지브이넥오버핏니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508243&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bmx7W19C,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010066892.gif?1694763603,32800,23000,30,3,"핑크, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
슬리미절개 단추골지니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508207&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bm5%2FW19D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010061912.gif?1694597576,29800,19800,34,9,"그레이, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
데일리모어 단추카라모달니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508195&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bml%2BW19M,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010055662.gif?1694507291,21800,19800,9,20,"화이트, 머스타드,골드, 소라, 그레이, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
[1+1][made]디포드 브이넥꽈배기니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508139&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bG53UlU%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054092.gif?1703838760,,19900,50,4,"진한크림, 오렌지, 그린, 챠콜",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
테레이 단가라반팔니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507366&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bmV5UQ%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010065532.gif?1684138746,,19800,,36,"그린, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
유코자수 단가라반팔니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507039&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bmt8W1hF,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010063802.gif?1683591782,,24800,,50,"화이트, 데님3",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
베린 골지트임단가라니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506925&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=aG53VV4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010059582.gif?1679042187,26000,18200,30,0,"아이보리,크림, 블루, 레드, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
로저 트위드뷔스티에,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506790&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bWx3VV8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010057022.gif?1677712955,,23800,,9,"민트, 소라",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
모에블 브이넥나그랑니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506505&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=Zm13VVg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010058742.gif?1674603155,,30800,,2,"베이지, 소라, 블랙, 핑크",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
루에이지 7부폴라니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=505420&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bm10W1hB,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010057402.gif?1664525869,,12600,30,5,"아이보리,크림, 브라운, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
하쉬 꽈배기브이넥니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=504944&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=aGV5Vw%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010067072.gif?1658882334,,19800,,14,"아이보리,크림, 옐로우, 연두, 그레이, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
쇼디 스퀘어넥니트나시,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=504475&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=Zmx3VVs%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010061492.gif?1653987468,,19800,,59,"아이보리,크림, 라임, 코코아, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
헤일리 데님콤비니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=502981&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bGd3VVQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010067312.gif?1694153683,,39800,,33,"네이비, 그레이",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
랜드 알파카니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=502570&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=aGd3VVU%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010056312.gif?1706142597,,29800,,124,"아이보리,크림, 그레이, 핑크, 블루",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
아호프 니트 뷔스티에 SET,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512315&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=bmp%2BW1lE,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068642.gif?1740650680,,,,1,"옐로우, 네이비",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
냅핑 딥브이넥 레글런 니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512527&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=Z2h3VF0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010068782.jpg?1743753620,,,,0,"아이보리,크림, 핑크, 옐로우, 네이비",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
유엔 단추 트임 니트 뷔스티에,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512449&xcode=113&mcode=001&scode=&type=Y&sort=manual&cur_code=113001&search=&GfDT=Zmh3VF4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002272.jpg?1742805896,,,,1,"아이보리,크림, 브라운, 그레이, 블랙",0,KNIT/CARDIGAN,니트,KNIT/CARDIGAN > 니트
,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511621&xcode=113&mcode=002&scode=&search=&GfDT=bGh3Ug%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012062.gif?1740360144,,,,0,"레드, 연베이지, 데님진청, 블랙, 그레이",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512366&xcode=113&mcode=002&scode=&search=&GfDT=bmx9W1g%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012542.gif?1742456436,,,,0,"핑크, 퍼플, 아이보리,크림, 네이비, 그린",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511435&xcode=113&mcode=002&scode=&search=&GfDT=bmp%2FW1k%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012172.gif?1727420715,,,,0,"아이보리,크림, 그레이, 레드, 네이비",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508046&xcode=113&mcode=002&scode=&search=&GfDT=a2d3Vw%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030010182.gif?1692879798,,,,0,"아이보리,크림, 베이지, 브라운, 레드, 그린, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=505174&xcode=113&mcode=002&scode=&search=&GfDT=a2l3Vg%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005292.gif?1662596486,,,,0,"블랙, 머스타드,골드, 그린",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511277&xcode=113&mcode=002&scode=&search=&GfDT=Z293UQ%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011822.gif?1741849223,,,,0,"아이보리,크림, 그레이, 레드, 네이비",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
우스트 펀칭 라운드 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512343&xcode=113&mcode=002&scode=&search=&GfDT=bmV8,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012512.gif?1741147685,,39800,,9,"그레이, 네이비",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
코트니 스냅버튼 워싱 코튼 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512576&xcode=113&mcode=002&scode=&search=&GfDT=bmp6W14%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012632.gif?1744680908,,39800,,0,"아이보리,크림, 블루, 그레이",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
코스에그 자수 투웨이 니트집업 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511277&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bm18W1w%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011822.gif?1741849223,45000,29800,34,1,"아이보리,크림, 그레이, 레드, 네이비",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
[1+1]코스에그 자수 투웨이 니트집업 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511435&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=aWd3UA%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012172.gif?1727420715,59600,50700,15,1,"아이보리,크림, 그레이, 레드, 네이비",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
우스트 펀칭 라운드 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512343&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bm51W14%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012512.gif?1741147685,,39800,,9,"그레이, 네이비",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
프란츠 울 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512366&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=a2Z3Ug%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012542.gif?1742456436,,29800,,18,"핑크, 퍼플, 아이보리,크림, 네이비, 그린",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
아르텔 케이블 크롭 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512461&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=Z2t3VQ%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012562.gif?1742889663,,24900,,3,"아이보리,크림, 핑크, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
체트 캐시라운드가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508046&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bmx4W1k%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030010182.gif?1692879798,,24900,,44,"아이보리,크림, 베이지, 브라운, 레드, 그린, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
[1+1할인] 쿨링가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=501775&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=aWt3Vw%3D%3D,"[하나 더 구매시2000원 할인]
긴팔기본,7부,긴팔롱3TYPE",//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005092.gif?1680838880,,17800,,279,"아이보리,크림, 연베이지, 민트, 핑크, 브라운, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
프리미엄 울 소프트 텐션 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512212&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bmx1W1s%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012402.gif?1741138543,,29800,,4,"아이보리,크림, 옐로우, 베이지, 브라운, 연두, 핑크, 블루, 네이비, 그레이, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
(후드ver.)코스에그 자수 투웨이 니트집업 후드가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511621&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bmp8W1Q%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012062.gif?1740360144,,39800,,39,"레드, 연베이지, 데님진청, 블랙, 그레이",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
코트니 스냅버튼 워싱 코튼 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512576&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bGl3WA%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012632.gif?1744680908,,39800,,0,"아이보리,크림, 블루, 그레이",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
[made]컴포트핏 단가라니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=505174&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=a2x3UFw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005292.gif?1662596486,,7000,30,53,"블랙, 머스타드,골드, 그린",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
[mdae]바티모 린넨 후드 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510534&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=a2Z3UF0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030005362.gif?1714384534,,29800,,34,"화이트, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
산토르 크로쉐 뜨개 크롭 니트가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512489&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=aGp3UF4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012602.gif?1743386942,,22000,,2,"아이보리,크림, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
노티즈 스트링 반팔 울 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512464&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=aGV8Ug%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012572.gif?1743123875,,24800,,0,"아이보리,크림, 연카키, 그레이",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
크로쉐 플라워 패턴 뜨개 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510684&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bmd3UFg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030010562.gif?1716260061,,19800,,29,"아이보리,크림, 베이지",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
프렌치 하트 클로버 자수 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510586&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bmp6W11B,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011252.gif?1722479783,,34000,,9,"화이트, 베이지, 머스타드,골드, 연카키, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
볼드 스카시 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512582&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=aGl3UFo%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012642.jpg?1744764091,,19800,,0,"아이보리,크림, 베이지, 브라운, 연두, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
울라이크 워셔블 오버핏 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511415&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bmt1W11D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011922.gif?1729247209,,34000,,69,"베이지, 카키, 챠콜",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
에딜린 캐시브이넥가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=503718&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bml3UFQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030009352.gif?1692953480,,20800,,149,"아이보리,크림, 베이지, 옐로우, 레드, 그레이, 블랙, 브라운",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
타이 시어무드 비스코스 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512485&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bm18W11N,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012592.gif?1743380871,,44800,,0,"아이보리,크림, 블루",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
알에나 케이블 자수 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512228&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=amV%2FUQ%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012422.gif?1738800525,,29800,,24,"아이보리,크림, 인디핑크, 네이비, 그레이",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
텐베이 소매패치 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511874&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=aW13U10%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012212.gif?1732179287,,34800,,55,"옐로우, 아이보리,크림, 레드",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
[SET 20%할인]코스에그 자수 투웨이 니트집업 가디건 + 릴랙스 탄탄코튼 오버핏 트레이닝 팬츠,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511531&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=Zmp3U14%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030011982.gif?1728902755,83800,67100,20,1,,0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
스카시 펀칭 카라 반팔 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512316&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bWd3U18%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012532.gif?1741838186,,29800,,2,"아이보리,크림, 핑크",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
베이빌 레이스 레이어드 니트 가디건,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512263&xcode=113&mcode=002&scode=&type=Y&sort=manual&cur_code=113002&search=&GfDT=bmx5W15A,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100030012452.gif?1740540909,,29800,,21,"아이보리,크림, 그레이, 블랙",0,KNIT/CARDIGAN,가디건,KNIT/CARDIGAN > 가디건
